OrderID,OrderDate,CustomerID,ProductID,RegionID,Quantity,Revenue,Cost
ORD-00363,2024-04-11,CUST-046,PROD-012,10,3,176.04,77.68
ORD-00364,2024-10-20,CUST-006,PROD-019,5,4,1388.47,613.2
ORD-00365,2025-12-23,CUST-015,PROD-009,3,4,579.22,232.6
ORD-00366,2024-03-22,CUST-049,PROD-004,7,1,284.73,185.21
ORD-00367,2025-07-15,CUST-028,PROD-001,3,5,111.92,48.5
ORD-00368,2024-10-22,CUST-031,PROD-012,1,2,106.49,44.12
ORD-00369,2025-03-05,CUST-041,PROD-018,4,5,516.63,223.83
ORD-00370,2025-05-26,CUST-025,PROD-009,3,5,736.83,434.43
ORD-00371,2025-08-11,CUST-050,PROD-010,3,2,734.96,358.21
ORD-00372,2024-01-02,CUST-039,PROD-004,4,5,1452.64,829.75
ORD-00373,2024-07-10,CUST-032,PROD-011,2,1,86.58,44.0
ORD-00374,2025-06-22,CUST-030,PROD-018,6,5,521.86,363.48
ORD-00375,2025-07-21,CUST-036,PROD-016,3,1,274.35,148.43
ORD-00376,2025-10-12,CUST-036,PROD-006,2,4,1337.33,636.7
ORD-00377,2024-01-17,CUST-034,PROD-004,8,3,949.84,478.19
ORD-00378,2026-01-20,CUST-037,PROD-018,1,1,109.88,68.19
ORD-00379,2024-12-06,CUST-012,PROD-002,10,2,216.98,122.33
ORD-00380,2025-10-20,CUST-016,PROD-006,4,2,650.29,393.69
ORD-00381,2025-12-13,CUST-045,PROD-001,7,4,91.39,58.8
ORD-00382,2024-03-05,CUST-035,PROD-007,6,4,1309.74,603.11
ORD-00383,2024-07-23,CUST-040,PROD-012,1,1,53.4,26.33
ORD-00384,2025-02-11,CUST-005,PROD-018,10,5,518.33,213.03
ORD-00385,2025-10-24,CUST-024,PROD-007,10,2,690.83,455.01
ORD-00386,2024-02-18,CUST-041,PROD-015,9,3,781.14,499.78
ORD-00387,2025-03-23,CUST-023,PROD-010,8,4,1476.89,987.14
ORD-00388,2025-01-30,CUST-043,PROD-002,10,3,392.04,215.18
ORD-00389,2025-05-24,CUST-034,PROD-013,6,3,1384.08,769.25
ORD-00390,2024-03-25,CUST-011,PROD-001,2,4,81.54,47.35
ORD-00391,2024-07-03,CUST-007,PROD-010,7,5,1687.84,727.09
ORD-00392,2024-12-01,CUST-011,PROD-007,4,3,1040.65,604.4
ORD-00393,2025-03-12,CUST-029,PROD-006,8,2,633.13,320.02
ORD-00394,2024-02-13,CUST-040,PROD-014,2,3,1244.41,660.14
ORD-00395,2025-10-16,CUST-022,PROD-001,10,1,20.37,12.04
ORD-00396,2025-01-07,CUST-048,PROD-018,5,5,552.48,333.6
ORD-00397,2024-02-01,CUST-023,PROD-014,10,2,867.53,523.49
ORD-00398,2025-03-24,CUST-050,PROD-005,5,1,51.73,24.35
ORD-00399,2025-10-22,CUST-047,PROD-015,6,3,795.69,544.92
ORD-00400,2024-02-03,CUST-007,PROD-013,3,5,1978.97,1058.7
ORD-00401,2025-01-14,CUST-025,PROD-019,6,3,990.82,419.18
ORD-00402,2024-05-20,CUST-043,PROD-003,1,5,1662.45,821.78
ORD-00403,2024-10-12,CUST-040,PROD-016,5,2,612.67,249.83
ORD-00404,2024-07-09,CUST-007,PROD-010,8,4,1413.36,952.69
ORD-00405,2024-04-30,CUST-014,PROD-014,10,3,1283.37,784.41
ORD-00406,2024-08-07,CUST-011,PROD-002,10,5,571.25,385.56
ORD-00407,2025-05-17,CUST-016,PROD-011,5,2,159.35,104.51
ORD-00408,2025-04-07,CUST-046,PROD-019,9,2,721.31,384.84
ORD-00409,2024-03-30,CUST-028,PROD-015,8,3,845.72,518.31
ORD-00410,2025-07-17,CUST-035,PROD-014,5,5,1942.44,951.77
ORD-00411,2024-06-10,CUST-022,PROD-018,6,2,220.68,121.95
ORD-00412,2024-05-04,CUST-032,PROD-002,7,2,252.69,119.02
ORD-00413,2025-05-20,CUST-037,PROD-007,3,1,350.81,200.55
ORD-00414,2025-04-23,CUST-043,PROD-002,1,5,552.66,367.67
ORD-00415,2024-03-08,CUST-008,PROD-008,5,3,633.51,389.66
ORD-00416,2025-05-05,CUST-035,PROD-018,2,5,511.8,267.58
ORD-00417,2025-08-11,CUST-038,PROD-012,10,1,51.29,25.39
ORD-00418,2024-03-16,CUST-035,PROD-006,10,4,1211.62,672.7
ORD-00419,2024-05-11,CUST-040,PROD-002,6,5,613.54,278.91
ORD-00420,2024-05-12,CUST-007,PROD-016,2,4,1122.64,741.46
ORD-00421,2024-05-07,CUST-004,PROD-004,6,5,1392.83,625.93
ORD-00422,2024-11-26,CUST-011,PROD-014,9,2,786.01,536.27
ORD-00423,2024-10-17,CUST-013,PROD-002,8,1,113.42,66.98
ORD-00424,2025-07-18,CUST-025,PROD-020,6,3,1190.82,584.51
ORD-00425,2025-06-30,CUST-031,PROD-007,2,1,361.04,162.68
ORD-00426,2025-08-17,CUST-009,PROD-002,4,2,223.04,131.0
ORD-00427,2025-09-11,CUST-042,PROD-012,8,3,177.75,101.15
ORD-00428,2024-01-30,CUST-024,PROD-011,3,1,78.35,46.42
ORD-00429,2025-08-13,CUST-047,PROD-005,10,3,172.8,108.88
ORD-00430,2025-03-02,CUST-019,PROD-001,6,5,114.39,62.85
ORD-00431,2025-10-04,CUST-047,PROD-016,3,5,1343.5,922.98
ORD-00432,2025-05-09,CUST-031,PROD-002,4,2,253.29,153.37
ORD-00433,2024-10-31,CUST-033,PROD-005,4,4,204.54,85.49
ORD-00434,2025-03-26,CUST-028,PROD-004,4,4,1193.59,550.49
ORD-00435,2025-09-13,CUST-035,PROD-006,9,2,587.12,361.38
ORD-00436,2024-12-19,CUST-035,PROD-017,7,4,1644.37,840.54
ORD-00437,2025-07-29,CUST-032,PROD-007,9,1,347.8,187.79
ORD-00438,2024-09-30,CUST-046,PROD-016,6,4,1065.43,457.12
ORD-00439,2024-10-24,CUST-020,PROD-010,2,4,1510.93,793.9
ORD-00440,2024-06-12,CUST-008,PROD-007,1,3,1176.46,725.1
ORD-00441,2024-07-13,CUST-045,PROD-012,5,2,110.86,61.46
ORD-00442,2025-05-25,CUST-021,PROD-002,7,3,357.92,152.84
ORD-00443,2025-02-06,CUST-020,PROD-008,10,5,1068.58,504.6
ORD-00444,2025-08-20,CUST-044,PROD-002,9,3,325.78,157.81
ORD-00445,2025-09-03,CUST-037,PROD-010,10,4,1348.01,542.51
ORD-00446,2024-04-20,CUST-036,PROD-020,7,4,1590.77,762.52
ORD-00447,2025-01-09,CUST-034,PROD-017,5,4,1727.87,898.79
ORD-00448,2025-08-06,CUST-023,PROD-007,10,5,1694.07,958.79
ORD-00449,2024-03-16,CUST-024,PROD-012,10,4,221.99,139.7
ORD-00450,2024-10-13,CUST-010,PROD-003,2,5,1769.52,770.88
ORD-00451,2024-04-09,CUST-004,PROD-014,8,4,1580.83,1100.32
ORD-00452,2025-07-25,CUST-014,PROD-004,6,3,943.81,433.89
ORD-00453,2025-06-05,CUST-029,PROD-007,2,4,1443.42,596.99
ORD-00454,2024-05-20,CUST-001,PROD-019,7,3,1062.98,590.8
ORD-00455,2024-06-01,CUST-046,PROD-015,2,5,1470.98,650.08
ORD-00456,2025-09-19,CUST-013,PROD-006,8,3,853.21,594.84
ORD-00457,2024-11-02,CUST-020,PROD-011,4,5,416.8,270.29
ORD-00458,2025-06-29,CUST-039,PROD-013,8,4,1772.1,868.22
ORD-00459,2024-01-18,CUST-005,PROD-019,10,3,968.24,419.13
ORD-00460,2025-03-02,CUST-017,PROD-005,6,5,268.8,180.0
ORD-00461,2025-12-05,CUST-021,PROD-008,7,1,219.74,105.4
ORD-00462,2025-11-02,CUST-013,PROD-005,6,5,283.89,175.0
ORD-00463,2025-08-20,CUST-008,PROD-001,10,4,83.17,48.96
ORD-00464,2025-09-26,CUST-020,PROD-018,6,4,387.51,234.14
ORD-00465,2024-02-02,CUST-039,PROD-004,2,5,1630.87,706.12
ORD-00466,2024-01-20,CUST-007,PROD-018,6,4,401.35,178.77
ORD-00467,2025-12-08,CUST-029,PROD-001,6,2,43.72,27.65
ORD-00468,2025-04-27,CUST-028,PROD-020,6,1,446.77,248.23
ORD-00469,2025-07-28,CUST-020,PROD-013,6,3,1402.91,762.5
ORD-00470,2025-01-20,CUST-027,PROD-019,10,3,1093.59,588.24
ORD-00471,2025-06-29,CUST-017,PROD-004,1,3,906.33,546.3
ORD-00472,2026-01-08,CUST-017,PROD-011,8,3,264.23,120.93
ORD-00473,2024-09-09,CUST-020,PROD-019,8,3,1013.7,473.86
ORD-00474,2024-10-31,CUST-021,PROD-008,2,3,673.18,408.67
ORD-00475,2025-05-15,CUST-016,PROD-015,2,3,814.94,463.01
ORD-00476,2026-01-08,CUST-020,PROD-006,8,3,876.14,501.19
ORD-00477,2025-07-10,CUST-001,PROD-019,9,4,1441.83,747.39
ORD-00478,2024-12-19,CUST-031,PROD-007,4,2,691.45,336.24
ORD-00479,2026-01-01,CUST-018,PROD-012,3,1,53.75,28.63
ORD-00480,2024-09-19,CUST-035,PROD-020,7,4,1618.26,1049.26
ORD-00481,2024-10-04,CUST-003,PROD-012,10,5,288.13,127.12
ORD-00482,2025-09-22,CUST-017,PROD-010,1,5,1668.65,692.87
ORD-00483,2025-06-27,CUST-006,PROD-013,2,2,874.01,363.37
ORD-00484,2025-02-27,CUST-047,PROD-016,6,3,878.08,377.72
ORD-00485,2024-05-20,CUST-024,PROD-004,10,1,327.15,226.84
ORD-00486,2024-06-10,CUST-017,PROD-003,10,4,1408.1,935.25
ORD-00487,2025-05-02,CUST-004,PROD-015,10,4,1123.85,704.4
ORD-00488,2024-10-21,CUST-007,PROD-008,3,3,618.93,258.56
ORD-00489,2024-04-01,CUST-020,PROD-016,5,5,1327.39,825.11
ORD-00490,2024-02-08,CUST-024,PROD-003,7,2,671.94,437.62
ORD-00491,2024-02-07,CUST-013,PROD-001,1,4,94.17,42.93
ORD-00492,2024-10-23,CUST-009,PROD-009,5,1,131.95,75.26
ORD-00493,2024-04-19,CUST-048,PROD-009,8,3,420.02,292.64
ORD-00494,2025-07-10,CUST-017,PROD-009,6,5,730.66,497.99
ORD-00495,2025-05-31,CUST-018,PROD-008,3,4,823.07,528.94
ORD-00496,2024-12-04,CUST-028,PROD-006,2,2,638.18,379.39
ORD-00497,2026-01-05,CUST-012,PROD-002,6,2,215.54,108.01
ORD-00498,2024-10-29,CUST-046,PROD-013,7,5,2200.52,1007.72
ORD-00499,2025-09-17,CUST-038,PROD-008,9,4,918.63,509.46
ORD-00500,2024-03-29,CUST-002,PROD-017,1,4,1835.58,835.99
ORD-00501,2024-05-23,CUST-038,PROD-007,2,4,1392.48,660.61
ORD-00502,2024-09-24,CUST-028,PROD-014,1,4,1536.17,961.84
ORD-00503,2024-12-03,CUST-010,PROD-004,3,3,912.83,522.01
ORD-00504,2024-09-24,CUST-027,PROD-013,9,3,1325.0,554.69
ORD-00505,2024-05-01,CUST-039,PROD-005,9,4,215.0,112.15
ORD-00506,2025-05-29,CUST-021,PROD-012,5,3,172.68,102.16
ORD-00507,2024-10-29,CUST-049,PROD-015,3,3,837.01,389.83
ORD-00508,2024-05-16,CUST-044,PROD-008,3,4,802.43,500.97
ORD-00509,2025-09-12,CUST-008,PROD-017,7,3,1309.2,739.4
ORD-00510,2025-04-27,CUST-049,PROD-015,2,5,1446.12,936.62
ORD-00511,2024-09-10,CUST-050,PROD-018,4,5,559.99,237.75
ORD-00512,2025-04-02,CUST-008,PROD-005,6,5,290.94,123.19
ORD-00513,2025-07-31,CUST-030,PROD-009,4,1,133.49,75.33
ORD-00514,2025-06-01,CUST-047,PROD-011,2,2,174.87,77.81
ORD-00515,2024-12-01,CUST-041,PROD-006,9,5,1507.21,910.49
ORD-00516,2026-01-04,CUST-038,PROD-003,6,5,1704.08,1141.17
ORD-00517,2025-04-01,CUST-038,PROD-015,9,1,270.21,149.69
ORD-00518,2025-04-12,CUST-022,PROD-004,4,5,1364.31,734.97
ORD-00519,2024-11-11,CUST-049,PROD-005,6,1,54.75,35.31
ORD-00520,2024-08-11,CUST-050,PROD-009,8,5,669.08,352.68
ORD-00521,2025-12-18,CUST-025,PROD-019,1,1,336.77,140.8
ORD-00522,2024-03-11,CUST-001,PROD-008,3,4,781.49,408.45
ORD-00523,2024-05-18,CUST-041,PROD-004,7,4,1167.3,779.06
ORD-00524,2025-04-04,CUST-045,PROD-011,10,4,336.15,203.31
ORD-00525,2025-11-08,CUST-047,PROD-007,9,5,1671.81,1100.19
ORD-00526,2024-05-01,CUST-030,PROD-008,1,2,473.62,245.3
ORD-00527,2024-05-10,CUST-040,PROD-008,1,2,459.99,288.35
ORD-00528,2024-11-01,CUST-020,PROD-017,2,4,1837.09,1034.89
ORD-00529,2025-06-28,CUST-043,PROD-006,4,4,1298.86,615.99
ORD-00530,2024-12-20,CUST-034,PROD-018,3,2,199.09,135.62
ORD-00531,2026-01-12,CUST-003,PROD-005,5,1,50.68,30.31
ORD-00532,2025-09-21,CUST-006,PROD-019,10,1,316.7,133.07
ORD-00533,2025-08-31,CUST-043,PROD-020,6,1,424.51,255.39
ORD-00534,2024-02-19,CUST-017,PROD-012,5,2,116.24,60.52
ORD-00535,2024-08-27,CUST-030,PROD-007,9,5,1702.23,1121.97
ORD-00536,2024-02-27,CUST-025,PROD-005,4,2,111.91,54.48
ORD-00537,2026-01-19,CUST-036,PROD-018,5,5,502.23,290.98
ORD-00538,2025-11-19,CUST-005,PROD-007,2,3,1025.59,679.84
ORD-00539,2025-11-07,CUST-010,PROD-003,2,5,1612.61,790.42
ORD-00540,2024-03-03,CUST-014,PROD-001,8,5,121.28,80.52
ORD-00541,2024-06-28,CUST-010,PROD-020,4,4,1735.61,718.66
ORD-00542,2024-12-18,CUST-021,PROD-016,5,4,1186.13,587.87
ORD-00543,2025-03-02,CUST-039,PROD-004,2,4,1113.36,571.08
ORD-00544,2025-07-04,CUST-041,PROD-016,2,4,1063.87,497.47
ORD-00545,2025-12-25,CUST-031,PROD-017,9,2,942.03,635.33
ORD-00546,2025-07-29,CUST-021,PROD-002,6,4,522.15,296.16
ORD-00547,2024-05-17,CUST-010,PROD-008,9,4,817.9,377.05
ORD-00548,2025-10-24,CUST-037,PROD-013,10,1,461.18,301.68
ORD-00549,2024-04-04,CUST-024,PROD-006,8,5,1593.45,728.44
ORD-00550,2024-10-01,CUST-027,PROD-008,8,4,892.19,518.25
ORD-00551,2024-03-15,CUST-038,PROD-015,5,2,578.74,333.51
ORD-00552,2025-11-18,CUST-013,PROD-006,3,5,1438.64,665.61
ORD-00553,2024-12-06,CUST-003,PROD-011,1,3,282.17,114.17
ORD-00554,2024-07-13,CUST-012,PROD-009,4,1,153.53,96.16
ORD-00555,2024-09-05,CUST-032,PROD-004,2,5,1557.7,808.43
ORD-00556,2024-09-02,CUST-041,PROD-014,5,5,1955.12,948.07
ORD-00557,2025-04-22,CUST-004,PROD-010,8,5,1812.81,892.86
ORD-00558,2025-01-03,CUST-036,PROD-013,10,5,2289.15,1235.69
ORD-00559,2026-01-09,CUST-029,PROD-017,4,4,1868.38,926.85
ORD-00560,2024-07-27,CUST-026,PROD-004,9,3,864.42,357.62
ORD-00561,2024-08-14,CUST-044,PROD-010,8,2,636.05,360.0
ORD-00562,2025-08-21,CUST-009,PROD-014,4,5,2116.66,1034.11
ORD-00563,2024-07-19,CUST-049,PROD-013,2,3,1206.92,689.08
ORD-00564,2024-09-08,CUST-029,PROD-015,6,4,1102.05,752.74
ORD-00565,2024-12-11,CUST-022,PROD-007,4,3,1139.57,622.87
ORD-00566,2026-01-10,CUST-040,PROD-010,7,4,1397.33,866.11
ORD-00567,2024-12-26,CUST-016,PROD-018,1,2,193.43,109.09
ORD-00568,2024-07-07,CUST-014,PROD-004,6,5,1643.47,1129.35
ORD-00569,2025-06-20,CUST-031,PROD-014,3,1,432.99,182.85
ORD-00570,2025-11-15,CUST-031,PROD-020,2,1,451.8,236.62
ORD-00571,2025-10-07,CUST-013,PROD-003,2,2,624.13,277.93
ORD-00572,2024-08-11,CUST-043,PROD-011,10,5,427.11,178.59
ORD-00573,2025-10-15,CUST-001,PROD-014,2,5,2194.82,1312.03
ORD-00574,2024-01-17,CUST-006,PROD-004,10,1,301.27,157.69
ORD-00575,2024-01-18,CUST-012,PROD-004,8,5,1563.21,876.53
ORD-00576,2024-10-20,CUST-025,PROD-004,1,1,299.47,182.48
ORD-00577,2025-03-16,CUST-015,PROD-014,2,2,747.24,320.49
ORD-00578,2024-06-01,CUST-040,PROD-008,8,2,404.56,225.72
ORD-00579,2024-12-28,CUST-011,PROD-008,5,3,684.83,290.17
ORD-00580,2025-02-19,CUST-039,PROD-017,3,4,1798.56,1253.72
ORD-00581,2024-08-19,CUST-020,PROD-010,7,3,1095.15,716.62
ORD-00582,2025-10-31,CUST-023,PROD-007,6,1,331.51,170.32
ORD-00583,2025-07-19,CUST-043,PROD-010,1,4,1283.33,516.97
ORD-00584,2024-06-24,CUST-046,PROD-019,9,1,334.01,177.08
ORD-00585,2024-12-05,CUST-002,PROD-008,4,5,1180.69,817.22
ORD-00586,2025-06-24,CUST-015,PROD-013,7,1,402.29,269.69
ORD-00587,2025-12-09,CUST-027,PROD-001,6,5,110.75,45.85
ORD-00588,2024-03-17,CUST-005,PROD-013,1,3,1377.7,783.98
ORD-00589,2024-02-03,CUST-027,PROD-003,10,2,741.74,366.68
ORD-00590,2024-07-31,CUST-031,PROD-010,3,5,1635.17,1056.66
ORD-00591,2025-02-11,CUST-015,PROD-018,4,1,100.04,56.94
ORD-00592,2025-08-03,CUST-033,PROD-012,7,4,229.65,129.1
ORD-00593,2025-01-28,CUST-015,PROD-011,4,2,182.37,110.66
ORD-00594,2024-03-21,CUST-001,PROD-013,7,5,2230.74,1123.75
ORD-00595,2024-04-10,CUST-012,PROD-014,7,4,1535.07,649.04
ORD-00596,2025-09-11,CUST-008,PROD-010,10,5,1920.6,996.81
ORD-00597,2024-11-30,CUST-043,PROD-010,2,1,361.53,229.59
ORD-00598,2025-04-06,CUST-049,PROD-008,2,4,815.36,461.42
ORD-00599,2025-01-19,CUST-006,PROD-005,1,4,209.58,120.67
ORD-00600,2025-01-24,CUST-005,PROD-010,10,1,371.26,181.4
ORD-00601,2024-09-09,CUST-024,PROD-014,10,1,371.59,165.83
ORD-00602,2025-12-29,CUST-018,PROD-001,5,2,46.65,23.09
ORD-00603,2024-04-19,CUST-036,PROD-007,1,1,325.14,160.13
ORD-00604,2025-01-03,CUST-022,PROD-008,9,3,595.23,253.68
ORD-00605,2025-03-17,CUST-002,PROD-015,4,4,1103.43,611.0
ORD-00606,2024-04-15,CUST-042,PROD-008,3,1,197.87,112.05
ORD-00607,2025-09-03,CUST-014,PROD-019,1,5,1765.11,1163.41
ORD-00608,2024-01-13,CUST-014,PROD-011,8,3,254.08,161.02
ORD-00609,2026-01-12,CUST-045,PROD-019,5,5,1805.45,1251.99
ORD-00610,2025-08-08,CUST-029,PROD-017,10,5,2072.69,1065.82
ORD-00611,2024-05-22,CUST-039,PROD-008,5,3,620.96,340.25
ORD-00612,2024-03-05,CUST-014,PROD-013,9,2,839.43,441.82
ORD-00613,2025-05-10,CUST-041,PROD-005,3,1,54.36,37.14
ORD-00614,2026-01-08,CUST-035,PROD-010,1,4,1434.78,658.08
ORD-00615,2024-04-19,CUST-044,PROD-011,6,2,165.63,113.4
ORD-00616,2024-12-06,CUST-023,PROD-017,6,5,2166.04,1426.68
ORD-00617,2025-03-26,CUST-017,PROD-017,4,3,1313.13,849.67
ORD-00618,2025-10-28,CUST-045,PROD-012,4,5,257.07,127.56
ORD-00619,2025-12-12,CUST-040,PROD-003,10,2,680.29,308.37
ORD-00620,2025-02-11,CUST-024,PROD-012,10,3,159.41,97.0
ORD-00621,2025-05-17,CUST-007,PROD-010,5,5,1859.73,925.71
ORD-00622,2024-10-14,CUST-022,PROD-003,2,4,1329.43,903.51
ORD-00623,2024-07-23,CUST-020,PROD-015,9,5,1499.38,680.69
ORD-00624,2025-07-17,CUST-004,PROD-006,3,1,332.62,179.11
ORD-00625,2025-12-26,CUST-042,PROD-011,5,2,170.24,82.97
ORD-00626,2025-12-10,CUST-041,PROD-019,6,1,355.33,226.95
ORD-00627,2025-02-22,CUST-005,PROD-018,9,4,386.8,189.86
ORD-00628,2024-09-15,CUST-047,PROD-005,2,2,116.63,74.26
ORD-00629,2024-03-16,CUST-038,PROD-005,9,4,245.59,133.54
ORD-00630,2025-02-14,CUST-011,PROD-006,9,5,1526.97,1032.41
ORD-00631,2025-12-09,CUST-045,PROD-017,10,4,1790.98,1141.24
ORD-00632,2025-01-03,CUST-027,PROD-008,6,5,1098.02,740.42
ORD-00633,2024-04-21,CUST-033,PROD-005,2,2,115.34,58.42
ORD-00634,2025-10-24,CUST-041,PROD-006,5,5,1385.97,963.36
ORD-00635,2025-11-24,CUST-018,PROD-019,10,4,1460.82,729.65
ORD-00636,2025-03-16,CUST-013,PROD-010,3,1,317.62,151.7
ORD-00637,2025-06-06,CUST-042,PROD-001,1,5,112.59,68.26
ORD-00638,2024-08-14,CUST-012,PROD-015,8,4,1063.53,573.16
ORD-00639,2025-11-26,CUST-038,PROD-018,7,5,540.95,240.84
ORD-00640,2024-01-26,CUST-042,PROD-004,7,4,1102.66,578.67
ORD-00641,2024-03-28,CUST-042,PROD-014,6,1,432.36,267.65
ORD-00642,2024-12-22,CUST-034,PROD-008,9,3,626.38,397.93
ORD-00643,2025-06-17,CUST-044,PROD-017,7,4,1721.61,739.06
ORD-00644,2026-01-09,CUST-026,PROD-019,5,4,1287.69,631.07
ORD-00645,2025-12-28,CUST-005,PROD-018,1,1,94.27,47.41
ORD-00646,2024-04-21,CUST-009,PROD-004,4,2,650.16,404.49
ORD-00647,2025-06-12,CUST-037,PROD-012,8,2,112.05,55.95
ORD-00648,2025-03-12,CUST-014,PROD-003,1,4,1293.05,674.34
ORD-00649,2024-07-07,CUST-050,PROD-012,6,2,114.02,60.39
ORD-00650,2024-01-30,CUST-019,PROD-006,4,5,1641.79,878.15
ORD-00651,2025-03-15,CUST-027,PROD-008,1,4,776.78,360.77
ORD-00652,2024-10-12,CUST-037,PROD-012,1,1,56.31,36.03
ORD-00653,2025-07-03,CUST-002,PROD-001,7,2,43.33,19.89
ORD-00654,2024-04-26,CUST-016,PROD-020,1,3,1331.28,728.0
ORD-00655,2025-10-16,CUST-034,PROD-014,4,3,1240.06,723.44
ORD-00656,2025-08-24,CUST-032,PROD-019,2,1,323.86,211.69
ORD-00657,2025-09-24,CUST-014,PROD-001,4,2,47.31,28.94
ORD-00658,2024-10-31,CUST-032,PROD-004,1,5,1523.69,916.7
ORD-00659,2024-11-16,CUST-016,PROD-019,6,1,316.56,137.73
ORD-00660,2025-01-17,CUST-035,PROD-016,1,2,562.21,295.43
ORD-00661,2024-05-21,CUST-049,PROD-012,2,5,270.8,123.41
ORD-00662,2025-10-12,CUST-028,PROD-004,6,5,1554.6,922.78
ORD-00663,2024-06-26,CUST-003,PROD-003,7,5,1594.11,775.77
ORD-00664,2024-07-10,CUST-001,PROD-017,9,3,1422.69,833.44
ORD-00665,2025-01-02,CUST-035,PROD-009,10,1,145.86,66.88
ORD-00666,2025-01-28,CUST-009,PROD-007,3,5,1806.21,990.69
ORD-00667,2025-12-02,CUST-008,PROD-018,7,4,409.85,267.21
ORD-00668,2025-05-15,CUST-024,PROD-014,4,2,743.29,304.2
ORD-00669,2024-08-13,CUST-011,PROD-014,2,3,1102.78,515.5
ORD-00670,2024-10-22,CUST-033,PROD-009,6,2,309.05,176.06
ORD-00671,2025-05-22,CUST-010,PROD-013,1,5,2130.95,1218.51
ORD-00672,2024-10-01,CUST-039,PROD-008,5,5,1147.49,585.29
ORD-00673,2024-02-12,CUST-030,PROD-008,9,4,870.23,606.49
ORD-00674,2024-04-14,CUST-007,PROD-019,3,2,641.01,448.57
ORD-00675,2025-04-05,CUST-008,PROD-017,8,3,1291.28,832.9
ORD-00676,2025-03-25,CUST-026,PROD-010,4,1,371.5,175.01
ORD-00677,2025-08-25,CUST-001,PROD-013,3,3,1367.94,797.62
ORD-00678,2025-03-14,CUST-009,PROD-018,5,2,213.28,135.53
ORD-00679,2024-07-30,CUST-035,PROD-017,3,1,450.09,251.91
ORD-00680,2025-09-03,CUST-041,PROD-007,8,5,1684.58,1168.59
ORD-00681,2024-10-26,CUST-021,PROD-020,10,3,1306.06,895.59
ORD-00682,2025-06-10,CUST-042,PROD-009,6,1,135.65,84.79
ORD-00683,2025-02-25,CUST-001,PROD-016,10,1,308.13,203.4
ORD-00684,2024-05-09,CUST-018,PROD-008,6,2,409.54,251.22
ORD-00685,2024-09-10,CUST-048,PROD-005,10,4,223.17,127.93
ORD-00686,2024-10-02,CUST-043,PROD-006,8,4,1189.5,502.75
ORD-00687,2024-04-05,CUST-010,PROD-007,4,4,1447.91,700.02
ORD-00688,2025-01-12,CUST-011,PROD-001,3,4,97.06,48.35
ORD-00689,2024-01-03,CUST-021,PROD-019,7,1,349.45,187.84
ORD-00690,2025-11-11,CUST-049,PROD-008,1,3,691.96,441.96
ORD-00691,2025-02-11,CUST-041,PROD-017,5,2,970.86,628.59
ORD-00692,2025-05-21,CUST-012,PROD-003,3,3,988.44,479.47
ORD-00693,2025-07-14,CUST-043,PROD-001,3,5,103.08,67.59
ORD-00694,2024-12-17,CUST-007,PROD-019,2,1,303.69,178.53
ORD-00695,2025-04-15,CUST-029,PROD-020,10,1,396.86,260.85
ORD-00696,2025-03-27,CUST-046,PROD-013,1,4,1531.2,1052.56
ORD-00697,2024-07-26,CUST-001,PROD-016,10,2,603.88,296.24
ORD-00698,2024-10-07,CUST-044,PROD-009,9,1,150.83,71.66
ORD-00699,2025-01-15,CUST-022,PROD-019,7,2,608.16,357.4
ORD-00700,2026-01-13,CUST-050,PROD-006,4,2,601.35,256.99
ORD-00701,2024-04-07,CUST-027,PROD-006,4,1,287.51,121.73
ORD-00702,2025-08-30,CUST-037,PROD-003,10,2,685.82,365.9
ORD-00703,2024-01-09,CUST-038,PROD-020,2,3,1368.97,953.41
ORD-00704,2025-03-08,CUST-035,PROD-015,4,2,543.07,254.53
ORD-00705,2024-04-01,CUST-036,PROD-003,2,1,314.47,160.46
ORD-00706,2024-11-02,CUST-030,PROD-017,6,2,866.92,558.31
ORD-00707,2024-05-16,CUST-009,PROD-020,8,2,784.14,446.17
ORD-00708,2025-09-16,CUST-027,PROD-020,1,2,847.94,522.95
ORD-00709,2025-10-05,CUST-035,PROD-006,3,2,661.21,386.69
ORD-00710,2025-03-29,CUST-022,PROD-011,9,2,158.11,68.01
ORD-00711,2024-05-06,CUST-049,PROD-018,6,5,545.07,275.51
ORD-00712,2025-03-15,CUST-035,PROD-014,6,3,1287.29,610.61
ORD-00713,2025-10-22,CUST-017,PROD-011,4,1,81.84,47.49
ORD-00714,2026-01-08,CUST-042,PROD-015,6,5,1305.09,890.57
ORD-00715,2024-01-28,CUST-015,PROD-006,5,3,861.07,501.21
ORD-00716,2024-07-12,CUST-012,PROD-009,3,4,561.31,233.71
ORD-00717,2024-09-02,CUST-041,PROD-010,7,4,1376.22,650.02
ORD-00718,2025-10-15,CUST-021,PROD-004,10,5,1368.29,912.13
ORD-00719,2024-01-13,CUST-004,PROD-018,3,3,339.79,149.37
ORD-00720,2025-08-05,CUST-041,PROD-018,1,4,405.66,245.38
ORD-00721,2025-04-27,CUST-041,PROD-010,6,1,318.06,133.67
ORD-00722,2024-09-25,CUST-014,PROD-018,3,2,189.26,79.14
ORD-00723,2025-02-11,CUST-034,PROD-010,7,5,1685.27,1034.4
ORD-00724,2025-03-01,CUST-021,PROD-008,3,4,897.04,381.0
ORD-00725,2025-07-03,CUST-031,PROD-018,3,5,533.19,257.66
